customer_id,invoice_id,age,gender,location,industry,business_type,years_with_company,income_revenue,credit_score,credit_limit,outstanding_balance,debt_ratio,invoice_amount,invoice_date,due_date,payment_date,payment_delay,invoice_month,invoice_year,hist_paid_ratio,hist_late_ratio,avg_delay,max_delay,payment_volatility,delay_trend,streak,payment_count_so_far,credit_utilization,overdue_days_normalized,risk_composite,days_since_last_payment,is_bad_payer,is_late_invoice,invoice_frequency,industry_risk_factor,seasonal_factor,amount_normalized,credit_score_normalized,customer_age_normalized,customer_age_months
CUST-000001,INV-CUST-000001-0012,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,199536.03,2022-08-09,2022-09-08,2022-11-11,64.0,8,2022,0.5833,0.4167,15.5,140,42.7132,13.9,-1,12,0.0736,0.7111,0.2635,20,1,1,1.0441,0.3,0.8268,0.016686,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0010,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,134345.56,2022-09-01,2022-10-16,2022-10-17,1.0,9,2022,0.6,0.4,13.0,140,43.504,1.5,-1,10,0.0736,0.0111,0.2568,83,1,1,1.0441,0.3,0.8,0.011229,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0011,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,255280.46,2022-09-18,2022-10-18,2022-10-10,-8.0,9,2022,0.6364,0.3636,11.0909,140,41.9165,-1.1,1,11,0.0736,0.0,0.2422,80,1,0,1.0441,0.3,0.8,0.021353,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0020,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,314793.16,2022-12-09,2023-01-08,2023-01-11,3.0,12,2022,0.45,0.55,12.6,140,34.7971,-1.4,-6,20,0.0736,0.0333,0.3168,-18,1,1,1.0441,0.3,1.0,0.026334,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0013,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,223391.97,2023-02-25,2023-03-27,2023-03-18,-9.0,2,2023,0.6154,0.3846,13.6154,140,41.5536,5.1,1,13,0.0736,0.0,0.2506,200,1,0,1.0441,0.3,1.1732,0.018683,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0018,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,528655.24,2023-04-05,2023-05-20,2023-06-01,12.0,4,2023,0.5,0.5,13.4444,140,36.576,-0.3,-4,18,0.0736,0.1333,0.2968,139,1,1,1.0441,0.3,1.1732,0.044237,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0015,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,330715.49,2023-04-08,2023-05-23,2023-07-08,46.0,4,2023,0.6,0.4,14.3333,140,39.9628,3.6,-1,15,0.0736,0.5111,0.2568,202,1,1,1.0441,0.3,1.1732,0.027667,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0025,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,466740.47,2023-04-26,2023-05-11,2023-05-10,-1.0,4,2023,0.52,0.48,9.84,140,31.6489,-0.5,4,25,0.0736,0.0,0.2888,20,1,0,1.0441,0.3,1.1732,0.039054,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0030,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,301160.17,2023-05-09,2023-06-08,2023-06-13,5.0,5,2023,0.4333,0.5667,15.2333,140,34.2984,-12.5,-5,30,0.0736,0.0556,0.3235,-67,1,1,1.0441,0.3,1.1,0.025193,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0017,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,458530.8,2023-05-28,2023-07-12,2023-07-15,3.0,5,2023,0.5294,0.4706,13.5294,140,37.6346,4.4,-3,17,0.0736,0.0333,0.285,212,1,1,1.0441,0.3,1.1,0.038367,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0016,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,160136.54,2023-06-10,2023-08-09,2023-08-21,12.0,6,2023,0.5625,0.4375,14.1875,140,38.6979,-4.9,-2,16,0.0736,0.1333,0.2718,245,1,1,1.0441,0.3,1.0,0.013388,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0021,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,292008.45,2023-06-25,2023-08-24,2023-08-28,4.0,6,2023,0.4286,0.5714,12.1905,140,34.0079,-0.7,-7,21,0.0736,0.0444,0.3254,160,1,1,1.0441,0.3,1.0,0.024427,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0019,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,115931.76,2023-07-13,2023-09-11,2023-09-18,7.0,7,2023,0.4737,0.5263,13.1053,140,35.6295,-7.8,-5,19,0.0736,0.0778,0.3073,218,1,1,1.0441,0.3,0.9,0.009688,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0036,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,244263.95,2023-08-19,2023-09-18,2023-10-03,15.0,8,2023,0.4286,0.5714,20.3429,162,41.9142,-20.5,-2,35,0.0736,0.1667,0.3254,-85,1,1,1.0441,0.3,0.8268,0.02043,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0039,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,307140.66,2023-09-01,2023-09-16,2023-09-30,14.0,9,2023,0.3947,0.6053,19.5,162,40.3653,-15.6,-5,38,0.0736,0.1556,0.3389,-132,1,1,1.0441,0.3,0.8,0.025694,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0024,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,365379.91,2023-10-07,2023-11-06,2023-11-04,-2.0,10,2023,0.5,0.5,10.2917,140,32.2225,-1.4,3,24,0.0736,0.0,0.2968,204,1,0,1.0441,0.3,0.8268,0.030569,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0038,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,224049.9,2023-10-29,2023-11-13,2023-11-14,1.0,10,2023,0.4054,0.5946,19.6486,162,40.8968,-6.3,-4,37,0.0736,0.0111,0.3346,-54,1,1,1.0441,0.3,0.8268,0.018738,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0022,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,309307.12,2023-11-04,2023-11-19,2023-11-12,-7.0,11,2023,0.4545,0.5455,11.3182,140,33.4656,-4.1,1,22,0.0736,0.0,0.315,272,1,0,1.0441,0.3,0.9,0.025875,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0028,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,194414.92,2023-12-04,2024-01-18,2024-03-04,46.0,12,2023,0.4643,0.5357,14.0,140,34.4031,10.2,-3,28,0.0736,0.5111,0.3111,182,1,1,1.0441,0.3,1.0,0.016258,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0040,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,160323.43,2023-12-04,2024-01-03,2024-01-24,21.0,12,2023,0.3846,0.6154,19.5385,162,39.8451,1.2,-6,39,0.0736,0.2333,0.3429,-58,1,1,1.0441,0.3,1.0,0.013404,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0023,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,150629.81,2023-12-06,2024-01-20,2024-01-20,0.0,12,2023,0.4783,0.5217,10.8261,140,32.8113,-2.4,2,23,0.0736,0.0,0.3055,284,1,0,1.0441,0.3,1.0,0.012592,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0043,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,185231.14,2023-12-16,2024-01-15,2024-02-04,20.0,12,2023,0.3571,0.6429,20.2381,162,38.5288,2.1,-9,42,0.0736,0.2222,0.3539,-106,1,1,1.0441,0.3,1.0,0.015489,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0026,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,435296.71,2024-02-15,2024-03-16,2024-06-19,95.0,2,2024,0.5,0.5,13.1154,140,35.0904,20.3,-1,26,0.0736,1.0556,0.2968,295,1,1,1.0441,0.3,1.1732,0.036422,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0041,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,166061.1,2024-03-11,2024-04-25,2024-06-02,38.0,3,2024,0.375,0.625,20.0,162,39.4493,6.8,-7,40,0.0736,0.4222,0.3468,20,1,1,1.0441,0.3,1.2,0.013884,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0034,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,135264.72,2024-04-05,2024-04-20,2024-04-17,-3.0,4,2024,0.4545,0.5455,18.5455,162,41.6232,-13.5,2,33,0.0736,0.0,0.315,185,1,0,1.0441,0.3,1.1732,0.011306,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0027,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,140144.99,2024-04-12,2024-04-27,2024-05-02,5.0,4,2024,0.4815,0.5185,12.8148,140,34.4685,10.7,-2,27,0.0736,0.0556,0.3042,332,1,1,1.0441,0.3,1.1732,0.011715,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0033,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,207832.48,2024-05-14,2024-06-28,,,5,2024,0.4375,0.5625,19.2188,162,42.0912,0.2,1,32,0.0736,0.0,0.3218,244,1,1,1.0441,0.3,1.1,0.017381,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0032,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,389676.52,2024-05-18,2024-06-17,2024-06-13,-4.0,5,2024,0.4375,0.5625,19.2188,162,42.0912,0.2,1,32,0.0736,0.0,0.3218,268,1,0,1.0441,0.3,1.1,0.032603,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0029,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,249666.77,2024-07-13,2024-07-28,2024-09-26,60.0,7,2024,0.4483,0.5517,15.5862,140,34.8311,7.3,-4,29,0.0736,0.6667,0.3175,384,1,1,1.0441,0.3,0.9,0.020883,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0031,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,337538.75,2024-08-18,2024-09-17,2025-02-26,162.0,8,2024,0.4194,0.5806,19.9677,162,42.5543,27.3,-6,31,0.0736,1.8,0.329,380,1,1,1.0441,0.3,0.8268,0.028238,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0044,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,294059.72,2025-03-07,2025-03-22,,,3,2025,0.3571,0.6429,20.2381,162,38.5288,2.1,-9,42,0.0736,0.0,0.3539,321,1,1,1.0441,0.3,1.2,0.024599,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0037,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,294102.75,2025-04-03,2025-06-02,2025-06-16,14.0,4,2025,0.4167,0.5833,20.1667,162,41.3411,5.4,-3,36,0.0736,0.1556,0.3301,488,1,1,1.0441,0.3,1.1732,0.024602,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0035,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,473877.04,2025-04-05,2025-04-20,2025-07-14,85.0,4,2025,0.4412,0.5588,20.5,162,42.5159,-0.5,-1,34,0.0736,0.9444,0.3203,530,1,1,1.0441,0.3,1.1732,0.039651,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0045,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,449891.63,2025-06-30,2025-08-14,2025-08-25,11.0,6,2025,0.3488,0.6512,20.0233,162,38.1036,-3.8,-10,43,0.0736,0.1222,0.3573,416,1,1,1.0441,0.3,1.0,0.037643,0.654545,0.604027,108
CUST-000001,INV-CUST-000001-0042,9,Male,Cairo,Real Estate,B2B,9.0,1848845.27,660,49162.86,3618.67,0.198,327347.51,2025-08-05,2025-08-20,2025-09-19,30.0,8,2025,0.3659,0.6341,20.2439,162,38.9958,8.2,-8,41,0.0736,0.3333,0.3504,512,1,1,1.0441,0.3,0.8268,0.027385,0.654545,0.604027,108
CUST-000002,INV-CUST-000002-0001,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,5787.47,2022-01-01,2022-01-16,2022-02-01,16.0,1,2022,0.0,1.0,16.0,16,0.0,0.0,-1,1,0.3432,0.1778,0.6125,0,0,1,1.0407,0.55,1.1,0.000468,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0002,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,3052.01,2022-02-01,2022-03-03,2022-03-20,17.0,2,2022,0.0,1.0,16.5,17,0.5,0.0,-2,2,0.3432,0.1889,0.6125,31,0,1,1.0407,0.55,1.1732,0.000239,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0003,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,5441.26,2022-02-10,2022-02-25,2022-02-23,-2.0,2,2022,0.3333,0.6667,10.3333,17,8.7305,0.0,1,3,0.3432,0.0,0.4792,20,0,0,1.0407,0.55,1.1732,0.000439,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0004,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,7032.85,2022-04-10,2022-05-10,2022-05-05,-5.0,4,2022,0.5,0.5,6.5,17,10.0623,0.0,2,4,0.3432,0.0,0.4125,59,0,0,1.0407,0.55,1.1732,0.000572,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0005,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,7404.48,2022-04-23,2022-06-07,2022-06-05,-2.0,4,2022,0.6,0.4,4.8,17,9.6208,-5.8,3,5,0.3432,0.0,0.3725,52,0,0,1.0407,0.55,1.1732,0.000603,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0006,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,6956.06,2022-05-06,2022-06-05,2022-06-02,-3.0,5,2022,0.6667,0.3333,3.5,17,9.2511,-4.0,4,6,0.3432,0.0,0.3459,45,0,0,1.0407,0.55,1.1,0.000565,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0007,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,2371.57,2022-05-25,2022-07-24,2022-07-20,-4.0,5,2022,0.7143,0.2857,2.4286,17,8.958,-0.2,5,7,0.3432,0.0,0.3268,44,0,0,1.0407,0.55,1.1,0.000182,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0009,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,4422.45,2022-06-02,2022-07-17,2022-07-15,-2.0,6,2022,0.6667,0.3333,2.4444,17,8.1801,1.0,1,9,0.3432,0.0,0.3459,12,0,0,1.0407,0.55,1.0,0.000353,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0010,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,5946.09,2022-06-30,2022-08-29,2022-08-28,-1.0,6,2022,0.7,0.3,2.1,17,7.8288,0.6,2,10,0.3432,0.0,0.3325,20,0,0,1.0407,0.55,1.0,0.000481,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0012,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,6091.83,2022-07-18,2022-08-17,2022-08-13,-4.0,7,2022,0.75,0.25,1.3333,17,7.3749,-2.1,4,12,0.3432,0.0,0.3125,-2,0,0,1.0407,0.55,0.9,0.000493,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0015,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,1963.44,2022-08-13,2022-08-28,2022-08-27,-1.0,8,2022,0.8,0.2,0.8,17,6.6853,0.3,7,15,0.3432,0.0,0.2925,-36,0,0,1.0407,0.55,0.8268,0.000148,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0013,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,5467.29,2022-08-17,2022-10-01,2022-09-29,-2.0,8,2022,0.7692,0.2308,1.0769,17,7.141,-0.3,5,13,0.3432,0.0,0.3049,8,0,0,1.0407,0.55,0.8268,0.000441,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0008,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,4365.83,2022-08-27,2022-09-11,2022-09-18,7.0,8,2022,0.625,0.375,3.0,17,8.5147,2.2,-1,8,0.3432,0.0778,0.3625,118,0,1,1.0407,0.55,0.8268,0.000349,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0014,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,6443.88,2022-10-01,2022-11-15,2022-11-14,-1.0,10,2022,0.7857,0.2143,0.9286,17,6.902,-0.1,6,14,0.3432,0.0,0.2983,33,0,0,1.0407,0.55,0.8268,0.000523,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0019,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,6410.53,2022-10-16,2022-11-30,2022-11-25,-5.0,10,2022,0.8421,0.1579,-0.0526,17,6.2025,-1.0,11,19,0.3432,0.0,0.2757,-52,0,0,1.0407,0.55,0.8268,0.00052,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0018,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,4321.45,2022-11-20,2022-12-05,2022-12-02,-3.0,11,2022,0.8333,0.1667,0.2222,17,6.2588,-0.7,10,18,0.3432,0.0,0.2792,3,0,0,1.0407,0.55,0.9,0.000345,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0011,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,7960.04,2022-12-17,2023-01-01,2022-12-31,-1.0,12,2022,0.7273,0.2727,1.8182,17,7.5175,-0.2,3,11,0.3432,0.0,0.3216,170,0,0,1.0407,0.55,1.0,0.00065,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0024,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,4727.18,2023-01-04,2023-03-05,2023-03-07,2.0,1,2023,0.7917,0.2083,0.25,17,6.0363,0.2,-1,24,0.3432,0.0222,0.2959,-72,0,1,1.0407,0.55,1.1,0.000379,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0016,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,3425.45,2023-01-11,2023-02-10,2023-02-09,-1.0,1,2023,0.8125,0.1875,0.6875,17,6.4877,0.7,8,16,0.3432,0.0,0.2875,95,0,0,1.0407,0.55,1.1,0.00027,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0020,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,8219.37,2023-02-04,2023-03-06,2023-03-06,0.0,2,2023,0.85,0.15,-0.05,17,6.0455,0.1,12,20,0.3432,0.0,0.2725,39,0,0,1.0407,0.55,1.1732,0.000671,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0022,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,8236.13,2023-02-25,2023-04-26,2023-05-07,11.0,2,2023,0.8182,0.1818,0.3636,17,6.2271,3.1,-1,22,0.3432,0.1222,0.2853,20,0,1,1.0407,0.55,1.1732,0.000673,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0017,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,3016.08,2023-04-10,2023-06-09,2023-06-05,-4.0,4,2023,0.8235,0.1765,0.4118,17,6.3899,-0.4,9,17,0.3432,0.0,0.2831,164,0,0,1.0407,0.55,1.1732,0.000236,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0028,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,2571.89,2023-05-02,2023-06-16,2023-06-15,-1.0,5,2023,0.7857,0.2143,0.3929,17,5.7405,-1.3,3,28,0.3432,0.0,0.2983,-34,0,0,1.0407,0.55,1.1,0.000198,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0032,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,6626.11,2023-06-12,2023-07-27,2023-07-23,-4.0,6,2023,0.8125,0.1875,0.0938,17,5.4507,-0.8,7,32,0.3432,0.0,0.2875,-73,0,0,1.0407,0.55,1.0,0.000538,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0025,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,4604.54,2023-06-13,2023-07-13,2023-07-20,7.0,6,2023,0.76,0.24,0.52,17,6.0605,0.9,-2,25,0.3432,0.0778,0.3085,68,0,1,1.0407,0.55,1.0,0.000369,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0021,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,6783.78,2023-07-15,2023-08-14,2023-08-12,-2.0,7,2023,0.8571,0.1429,-0.1429,17,5.9144,0.7,13,21,0.3432,0.0,0.2697,180,0,0,1.0407,0.55,0.9,0.000551,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0026,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,3876.12,2023-07-30,2023-08-14,2023-08-13,-1.0,7,2023,0.7692,0.2308,0.4615,17,5.95,-1.3,1,26,0.3432,0.0,0.3049,95,0,0,1.0407,0.55,0.9,0.000308,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0023,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,3603.47,2023-09-09,2023-10-09,2023-10-05,-4.0,9,2023,0.8261,0.1739,0.1739,17,6.1549,1.3,1,23,0.3432,0.0,0.2821,196,0,0,1.0407,0.55,0.8,0.000285,0.578182,0.550336,98
CUST-000002,INV-CUST-000002-0035,8,Female,Giza,Construction,B2B,8.2,21296.4,618,90766.24,31147.89,0.505,3608.43,2023-11-12,2023-12-27,2023-12-22,-5.0,11,2023,0.8,0.2,-0.0286,17,5.2833,-0.1,1,35,0.3432,0.0,0.2925,20,0,0,1.0407,0.55,0.9,0.000285,0.578182,0.550336,98
